"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
  -8.21777343750E-01  -2.69995117188E+00  C_6432_3    
  -9.56298828125E-01  -3.58007812500E+00  C_6432_4    
  -1.05444335938E+00  -6.22998046875E+00  C_6432_5    
  -1.14306640625E+00  -7.05004882812E+00  C_6432_6    
  -1.20483398438E+00  -7.22998046875E+00  C_6432_7    
  -1.27148437500E+00  -8.54003906250E+00  C_6432_8    
  -1.25537109375E+00  -9.06005859375E+00  C_6432_9    
  -9.72900390625E-01  -9.06005859375E+00  C_6432_10   
   1.59423828125E-01  -9.32006835938E+00  C_6432_11   
   1.13452148438E+00  -8.19995117188E+00  C_6432_12   
   1.01538085938E+00  -9.95996093750E+00  C_6432_13   
  -2.05859375000E+00  -1.61599121094E+01  C_6432_14   
  -1.86743164062E+00  -1.77800292969E+01  C_6432_15   
  -3.85498046875E-01  -2.11098632812E+01  C_6432_16   
  -1.56494140625E-01  -2.19799804688E+01  C_6432_17   
   2.29492187500E-02  -2.27600097656E+01  C_6432_18   
   8.35205078125E-01  -2.39599609375E+01  C_6432_19   
   6.42089843750E-01  -2.49599609375E+01  C_6432_20   
   2.21257421875E+03   2.20685009766E+03  C_6501_1    
  -4.26757812500E-01  -8.60107421875E-01  C_6501_2    
  -6.72851562500E-01  -2.25000000000E+00  C_6501_3    
  -7.14843750000E-01  -1.95019531250E+00  C_6501_4    
  -7.00927734375E-01  -4.58007812500E+00  C_6501_5    
  -7.15576171875E-01  -5.20019531250E+00  C_6501_6    
  -7.39013671875E-01  -5.64013671875E+00  C_6501_7    
