"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   2.21655273438E+00  -4.11010742188E+00  C_5311_4    
   2.94042968750E+00  -6.39990234375E+00  C_5311_5    
   3.65039062500E+00  -8.35009765625E+00  C_5311_6    
   4.33740234375E+00  -9.00000000000E+00  C_5311_7    
   4.97998046875E+00  -1.13898925781E+01  C_5311_8    
   5.82812500000E+00  -1.26201171875E+01  C_5311_9    
   7.15283203125E+00  -1.32900390625E+01  C_5311_10   
   8.49853515625E+00  -1.28601074219E+01  C_5311_11   
   1.09035644531E+01  -1.46101074219E+01  C_5311_12   
   1.19572753906E+01  -1.52900390625E+01  C_5311_13   
   1.24436035156E+01  -1.78798828125E+01  C_5311_14   
   1.28166503906E+01  -1.83898925781E+01  C_5311_15   
   1.36159667969E+01  -2.01000976562E+01  C_5311_16   
   1.38642578125E+01  -2.27700195312E+01  C_5311_17   
   1.51638183594E+01  -2.28500976562E+01  C_5311_18   
   2.04223632812E+01  -3.38300781250E+01  C_5311_19   
   2.11972656250E+01  -3.62600097656E+01  C_5311_20   
   2.21692431641E+03   2.19869995117E+03  C_5545_1    
   8.55468750000E-01  -2.28002929688E+00  C_5545_2    
   1.41333007812E+00  -4.27001953125E+00  C_5545_3    
   2.37329101562E+00  -4.71997070312E+00  C_5545_4    
   3.06787109375E+00  -8.32006835938E+00  C_5545_5    
   3.77270507812E+00  -9.89990234375E+00  C_5545_6    
   4.52905273438E+00  -1.13698730469E+01  C_5545_7    
   5.10278320312E+00  -1.28000488281E+01  C_5545_8    
   5.94238281250E+00  -1.49499511719E+01  C_5545_9    
   7.30419921875E+00  -1.47700195312E+01  C_5545_10   
   8.53710937500E+00  -1.53898925781E+01  C_5545_11   
   9.91479492188E+00  -1.57299804688E+01  C_5545_12   
   1.07839355469E+01  -1.56198730469E+01  C_5545_13   
   1.19199218750E+01  -1.58298339844E+01  C_5545_14   
   1.24936523438E+01  -1.72900390625E+01  C_5545_15   
   1.23596191406E+01  -1.81799316406E+01  C_5545_16   
   1.27282714844E+01  -1.89599609375E+01  C_5545_17   
   1.31115722656E+01  -1.96198730469E+01  C_5545_18   
   1.35732421875E+01  -2.04899902344E+01  C_5545_19   
   1.38300781250E+01  -2.05500488281E+01  C_5545_20   
   1.50483398438E+01  -2.53298339844E+01  C_5545_21   
   1.65222167969E+01  -2.63698730469E+01  C_5545_22   
   1.75041503906E+01  -2.58698730469E+01  C_5545_23   
   1.81640625000E+01  -2.60898437500E+01  C_5545_24   
   1.89077148438E+01  -1.36999511719E+01  C_5545_25   
   2.21640283203E+03   2.22365991211E+03  C_5821_1    
   9.73144531250E-01  -1.65991210938E+00  C_5821_2    
   1.66357421875E+00  -1.15991210938E+00  C_5821_3    
   3.60327148438E+00  -1.60986328125E+00  C_5821_4    
   4.44555664062E+00   8.40087890625E-01  C_5821_5    
   4.49853515625E+00  -2.97998046875E+00  C_5821_6    
   3.93359375000E+00  -3.35986328125E+00  C_5821_7    
   4.72021484375E+00  -3.02001953125E+00  C_5821_8    
   5.63549804688E+00  -3.33984375000E+00  C_5821_9    
   6.89770507812E+00  -3.65991210938E+00  C_5821_10   
   7.70166015625E+00  -3.55981445312E+00  C_5821_11   
   1.10783691406E+01   2.57006835938E+00  C_5821_12   
   1.19101562500E+01  -3.85986328125E+00  C_5821_13   
   1.26853027344E+01  -3.92993164062E+00  C_5821_14   
   1.25351562500E+01  -5.63989257812E+00  C_5821_15   
   1.41716308594E+01  -1.10898437500E+01  C_5821_16   
   1.45024414062E+01  -1.30898437500E+01  C_5821_17   
   1.47663574219E+01  -9.30981445312E+00  C_5821_18   
   1.47001953125E+01  -1.20100097656E+01  C_5821_19   
   1.64409179688E+01  -1.33298339844E+01  C_5821_20   
   1.75737304688E+01  -1.40498046875E+01  C_5821_21   
   1.91687011719E+01  -1.56298828125E+01  C_5821_22   
   2.06572265625E+01  -1.75200195312E+01  C_5821_23   
   1.95434570312E+01  -1.78798828125E+01  C_5821_24   
   2.21691186523E+03   2.20892993164E+03  C_6381_1    
   8.22021484375E-01  -2.26000976562E+00  C_6381_2    
   1.37353515625E+00  -3.61987304688E+00  C_6381_3    
   2.29638671875E+00  -5.07983398438E+00  C_6381_4    
   2.99096679688E+00  -6.97998046875E+00  C_6381_5    
   3.67016601562E+00  -9.35986328125E+00  C_6381_6    
   4.44970703125E+00  -1.05500488281E+01  C_6381_7    
   5.04272460938E+00  -1.18598632812E+01  C_6381_8    
   5.87329101562E+00  -1.26098632812E+01  C_6381_9    
   7.20727539062E+00  -1.26899414062E+01  C_6381_10   
   8.49487304688E+00  -1.31398925781E+01  C_6381_11   
   1.07670898438E+01  -1.47500000000E+01  C_6381_12   
   1.19055175781E+01  -1.57800292969E+01  C_6381_13   
   1.31240234375E+01  -1.85698242188E+01  C_6381_14   
   1.35788574219E+01  -2.05698242188E+01  C_6381_15   
   1.38325195312E+01  -1.93000488281E+01  C_6381_16   
   1.50871582031E+01  -2.10300292969E+01  C_6381_17   
   1.66042480469E+01  -2.06799316406E+01  C_6381_18   
   1.82734375000E+01  -7.00000000000E+00  C_6381_19   
   1.89953613281E+01  -2.48999023438E+01  C_6381_20   
   2.02800292969E+01  -2.55698242188E+01  C_6381_21   
   2.02568359375E+01  -2.64699707031E+01  C_6381_22   
   2.06010742188E+01  -2.74699707031E+01  C_6381_23   
   2.10812988281E+01  -2.84899902344E+01  C_6381_24   
   2.22079101562E+03   2.20647998047E+03  C_6402_1    
   6.70654296875E-01  -6.99951171875E-01  C_6402_2    
   1.49438476562E+00  -1.53002929688E+00  C_6402_3    
   2.76196289062E+00  -1.67993164062E+00  C_6402_4    
   4.20239257812E+00  -1.97998046875E+00  C_6402_5    
   5.73999023438E+00  -2.17993164062E+00  C_6402_6    
   6.65600585938E+00  -1.93994140625E+00  C_6402_7    
   7.70361328125E+00  -2.65991210938E+00  C_6402_8    
   8.34985351562E+00  -4.07006835938E+00  C_6402_9    
   8.31372070312E+00  -4.73999023438E+00  C_6402_10   
   8.62182617188E+00  -5.76000976562E+00  C_6402_11   
   9.01928710938E+00  -6.32006835938E+00  C_6402_12   
   9.44384765625E+00  -6.72998046875E+00  C_6402_13   
