GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,,
DIRECCION DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,31801164,
2015,,,,,,,,,,,,,,,,,,,,,454408121,
,,519,,,,,,,,,,,,,,,,,,,496149180,
PANTEON SAN LUCAS XOCHIMANCA,315,488329,2126886,269,09,013,Xochimilco,09013,91066,82253,88387,85536,83030,98496,120528,120528,116640,123206,121824,125885,1257379,0.03987 
PERIFERICO #8,316,483602,2132446,310,09,012,Tlalpan,09012,115171,91930,128563,124416,101779,98496,99101,101779,98496,101779,95904,74995,1232409,0.03908 
PERIFERICO #9,317,486233,2131345,311,09,013,Xochimilco,09013,FS,FS,18749,85536,69638,67392,69638,69638,67392,69638,69984,72317,659922,0.02093 
PISTA OLIMPICA #1,318,489138,2132973,314,09,013,Xochimilco,09013,144634,111283,149990,137376,158026,150336,149990,163382,155520,147312,152928,158026,1778803,0.05641 
PISTA OLIMPICA #2,319,487790,2131726,315,09,013,Xochimilco,09013,128563,116122,128563,124416,128563,124416,128563,128563,124416,128563,124416,128563,1513727,0.04800 
RECLUSORIO SUR #1,320,487085,2126212,354,09,013,Xochimilco,09013,FS,FS,21427,98496,80352,77760,80352,80352,77760,80352,77760,83030,757641,0.02402 
RECLUSORIO SUR #2,321,486650,2126527,355,09,013,Xochimilco,09013,128563,116122,141955,212544,80352,80352,83030,83030,80352,99101,95904,99101,1300406,0.04124 
RESIDENCIAL SUR,322,486065,2131760,359,09,013,Xochimilco,09013,101779,89510,96422,88128,96422,93312,93744,83030,88128,88387,85536,85709,1090107,0.03457 
S-1,323,488882,2127217,366,09,013,Xochimilco,09013,147312,133056,147312,142560,147312,142560,147312,147312,142560,149990,145152,149990,1742428,0.05525 
S-2,324,487111,2126517,371,09,013,Xochimilco,09013,FS,FS,18749,90720,74995,77760,80352,80352,77760,109814,114048,91066,815616,0.02586 
S-3,325,489958,2126538,372,09,013,Xochimilco,09013,77674,70157,77674,75168,61603,59616,61603,61603,59616,53568,75168,72317,805767,0.02555 
S-4,326,486666,2126212,373,09,013,Xochimilco,09013,58925,53222,58925,57024,58925,59616,61603,61603,59616,61603,59616,61603,712281,0.02259 
S-5,327,489992,2126177,374,09,013,Xochimilco,09013,107136,96768,107136,103680,107136,103680,107136,107136,103680,107136,103680,107136,1261440,0.04000 
S-6,328,490912,2126096,375,09,013,Xochimilco,09013,149990,133056,149990,145152,149990,145152,149990,149990,145152,149990,145152,149990,1763594,0.05592 
S-7,329,492891,2126808,376,09,013,Xochimilco,09013,FS,FS,FS,98496,136598,132192,136598,136598,132192,136598,132192,136598,1178062,0.03736 
S-8,330,488261,2127516,377,09,013,Xochimilco,09013,18749,82253,72317,67392,96422,75168,101779,128563,12960,42854,88128,32141,818726,0.02596 
S-9,331,486026,2130803,378,09,013,Xochimilco,09013,131242,118541,131242,127008,117850,152928,141955,149990,145152,125885,121824,125885,1589502,0.05040 
S-10,332,485222,2130406,367,09,013,Xochimilco,09013,48211,43546,48211,46656,48211,51840,53568,53568,51840,53568,51840,53568,604627,0.01917 
S-11,333,496467,2128172,368,09,013,Xochimilco,09013,37498,36288,40176,38880,34819,36288,5357,FS,FS,FS,FS,FS,229306,0.00727 
SANTIAGO TEPALCATLALPAN ,334,487217,2127605,451,09,013,Xochimilco,09013,85709,77414,85709,80352,85709,5184,66960,72317,69984,96422,212544,219629,1157933,0.03672 
SAN GREGORIO ATL. #1,335,493006,2128467,383,09,013,Xochimilco,09013,104458,94349,104458,98496,56246,44064,74995,74995,62208,72317,67392,69638,923616,0.02929 
SAN GREGORIO ATL. #2,336,492890,2127862,384,09,013,Xochimilco,09013,FS,FS,FS,103680,115171,72576,251770,56246,67392,83030,93312,107136,950313,0.03013 
SAN LUIS #1,337,497615,2129035,394,09,013,Xochimilco,09013,53568,48384,53568,51840,53568,51840,53568,53568,51840,53568,51840,56246,633398,0.02008 
SAN LUIS #2,338,497783,2129060,405,09,013,Xochimilco,09013,FS,FS,FS,108864,147312,145152,147312,149990,145152,149990,145152,149990,1288914,0.04087 
SAN LUIS #3,339,497036,2129582,407,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SAN LUIS #4,340,497202,2129606,408,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SAN LUIS #5,341,497315,2129600,409,09,013,Xochimilco,09013,267840,241920,267840,251424,45533,44064,45533,45533,44064,45533,44064,66960,1410308,0.04472 
SAN LUIS #6,342,497439,2129597,410,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SAN LUIS #7,343,496647,2129289,411,09,013,Xochimilco,09013,109814,84672,107136,108864,88387,85536,88387,91066,85536,69638,88128,88387,1095551,0.03474 
SAN LUIS #8,344,496435,2128999,412,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SAN LUIS #9,345,496048,2129025,413,09,013,Xochimilco,09013,141955,128218,141955,132192,141955,137376,125885,125885,111456,83030,80352,83030,1433289,0.04545 
SAN LUIS #10,346,495713,2128981,395,09,013,Xochimilco,09013,FS,FS,FS,106272,117850,103680,155347,155347,150336,155347,150336,155347,1249862,0.03963 
SAN LUIS #11,347,495413,2128559,396,09,013,Xochimilco,09013,149990,135475,149990,139968,101779,139968,131242,141955,134784,141955,129600,141955,1638661,0.05196 
SAN LUIS #12,348,495360,2128726,397,09,013,Xochimilco,09013,230342,208051,235699,220320,211594,137376,184810,219629,196992,208915,196992,147312,2398032,0.07604 
SAN LUIS #13,349,494961,2128603,398,09,013,Xochimilco,09013,104458,87091,91066,106272,120528,116640,120528,120528,108864,104458,106272,29462,1216167,0.03856 
SAN LUIS #14,350,493710,2128823,399,09,013,Xochimilco,09013,109814,96768,112493,129600,109814,108864,109814,112493,108864,112493,108864,107136,1327017,0.04208 
SAN LUIS #15,351,492970,2129043,400,09,013,Xochimilco,09013,66960,60480,66960,67392,66960,67392,64282,69638,67392,69638,67392,69638,804124,0.02550 
SAN LUIS #16,352,492704,2128176,401,09,013,Xochimilco,09013,10714,16934,2678,FS,101779,101088,101779,104458,25920,RH,RH,104458,569808,0.01807 
SAN LUIS #17,353,492917,2128568,402,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,33696,10714,RE,RE,44410,0.00141 
SAN LUIS #18,354,492829,2128339,403,09,013,Xochimilco,09013,208915,181440,203558,194400,208915,202176,174096,FS,176256,117850,134784,190166,1992556,0.06318 
SAN LUIS #19,355,491807,2127960,404,09,013,Xochimilco,09013,69638,60480,72317,67392,80352,186624,48211,48211,7776,26784,44064,40176,752025,0.02385 
SAN LUIS #20,356,490706,2127793,406,09,013,Xochimilco,09013,174096,157248,174096,163296,211594,228096,10714,FS,FS,109814,129600,128563,1487117,0.04716 
SAN LORENZO ATEMOAYA #1,357,489528,2127154,390,09,013,Xochimilco,09013,66960,60480,66960,64800,66960,64800,66960,66960,64800,66960,64800,66960,788400,0.02500 
SAN LORENZO ATEMOAYA #2,358,489441,2127276,391,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SANTA CRUZ ACALPIXCA #1,359,492715,2127316,440,09,013,Xochimilco,09013,50890,53222,56246,57024,50890,62208,101779,99101,101088,96422,106272,112493,947635,0.03005 
SANTA CRUZ ACALPIXCA #2,360,492727,2127595,441,09,013,Xochimilco,09013,80352,72576,80352,75168,56246,15552,37498,8035,44064,69638,41472,72317,653270,0.02072 
SANTA CRUZ XOCHITEPEC,361,486440,2128685,444,09,013,Xochimilco,09013,182131,162086,176774,160704,171418,165888,174096,171418,173664,58925,64800,187488,1849392,0.05864 
TEPEPAN #1,362,484817,2130992,485,09,012,Tlalpan,09012,FS,FS,FS,FS,48211,51840,53568,53568,51840,61603,59616,61603,441849,0.01401 
TEPEPAN #2,363,484526,2130414,486,09,012,Tlalpan,09012,FS,FS,FS,FS,40176,41472,48211,48211,46656,50890,46656,48211,370483,0.01175 
TEPEPAN #3,364,485444,2131291,487,09,013,Xochimilco,09013,FS,FS,FS,FS,107136,124416,149990,147312,212544,139277,106272,107136,1094083,0.03469 
AUXILIAR XOTEPINGO #8-A,365,499453,2127639,71,09,011,Tl?íhuac,09011,69638,62899,69638,51840,53568,51840,53568,53568,51840,53568,51840,53568,677375,0.02148 
CERRILLOS #1,366,497979,2128002,105,09,013,Xochimilco,09013,58925,72576,61603,72576,77674,67392,64282,72317,72576,74995,72576,74995,842487,0.02672 
CERRILLOS #2,367,498560,2127688,106,09,011,Tl?íhuac,09011,29462,26611,29462,31104,32141,28512,29462,29462,28512,29462,28512,29462,352164,0.01117 
CERRILLOS #3,368,498585,2127177,107,09,011,Tl?íhuac,09011,117850,106445,112493,111456,117850,111456,112493,112493,114048,117850,114048,117850,1366332,0.04333 
ESCUDO NACIONAL #1,369,499305,2127979,153,09,011,Tl?íhuac,09011,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0,0.00000 
ESCUDO NACIONAL #2,370,499028,2127046,154,09,011,Tl?íhuac,09011,29462,26611,29462,28512,29462,28512,29462,18749,18144,26784,25920,26784,317864,0.01008 
R-11,371,499184,2127397,335,09,011,Tl?íhuac,09011,45533,41126,45533,44064,45533,46656,48211,45533,44064,45533,44064,45533,541383,0.01717 
R-18,372,500141,2123254,336,09,009,Milpa Alta,09009,53568,48384,53568,51840,53568,51840,53568,53568,51840,53568,51840,53568,630720,0.02000 
R-19,373,498387,2122183,337,09,009,Milpa Alta,09009,13392,12096,13392,12960,13392,12960,13392,13392,12960,13392,12960,13392,157680,0.00500 
R-21,374,498543,2122563,339,09,009,Milpa Alta,09009,91066,82253,91066,88128,91066,88128,91066,91066,88128,91066,88128,69638,1050799,0.03332 
R-22,375,500132,2122660,340,09,009,Milpa Alta,09009,66960,60480,66960,64800,66960,64800,66960,66960,64800,66960,64800,66960,788400,0.02500 
R-24,376,499460,2123283,341,09,009,Milpa Alta,09009,61603,55642,61603,59616,61603,59616,61603,61603,59616,61603,59616,61603,725327,0.02300 
R-25,377,498704,2122951,342,09,009,Milpa Alta,09009,112493,101606,112493,108864,112493,108864,FE,80352,95904,99101,95904,99101,1127175,0.03574 
R-26,378,500353,2122335,343,09,009,Milpa Alta,09009,80352,72576,80352,77760,80352,77760,80352,80352,77760,80352,77760,80352,946080,0.03000 
R-28,379,500633,2123093,345,09,009,Milpa Alta,09009,117850,108864,120528,116640,120528,116640,120528,120528,116640,120528,116640,120528,1416442,0.04492 
S-12,380,498012,2128664,369,09,013,Xochimilco,09013,88387,79834,88387,85536,88387,95904,99101,99101,95904,99101,95904,99101,1114647,0.03535 
S-13,381,498497,2128189,370,09,013,Xochimilco,09013,21427,19354,21427,20736,21427,20736,21427,21427,20736,21427,20736,21427,252287,0.00800 
SAN JUAN TEPENAHUAC,382,500689,2121549,387,09,009,Milpa Alta,09009,99101,91930,101779,98496,101779,98496,101779,101779,98496,101779,98496,101779,1195689,0.03792 
SAN PEDRO ATOCPAN ,383,494862,2124268,419,09,009,Milpa Alta,09009,56246,50803,56246,54432,56246,54432,56246,56246,54432,56246,54432,56246,662253,0.02100 
SANTA CATARINA #3,384,499488,2133877,431,09,011,Tl?íhuac,09011,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SANTA CATARINA #5,385,497411,2134398,433,09,011,Tl?íhuac,09011,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0,0.00000 
SANTA CATARINA #6,386,495695,2134617,434,09,011,Tl?íhuac,09011,109814,53222,91066,88128,91066,88128,91066,91066,88128,91066,88128,91066,1061944,0.03367 
SANTA CATARINA #7,387,494188,2134405,435,09,011,Tl?íhuac,09011,74995,60480,53568,72576,74995,72576,74995,74995,72576,74995,72576,74995,854322,0.02709 
TECOMITL #8,388,500542,2124228,483,09,009,Milpa Alta,09009,91066,82253,91066,88128,91066,88128,66960,50890,88128,91066,DT,DT,828751,0.02628 
TECOMITL #10,389,501476,2124659,464,09,009,Milpa Alta,09009,120528,108864,115171,95904,99101,98496,99101,96422,98496,101779,98496,101779,1234137,0.03913 
TECOMITL #11,390,501597,2124497,465,09,009,Milpa Alta,09009,104458,94349,104458,95904,99101,95904,99101,99101,95904,99101,95904,99101,1182386,0.03749 
TECOMITL #12,391,502121,2124423,466,09,009,Milpa Alta,09009,131242,118541,125885,129600,133920,132192,131242,131242,132192,136598,132192,136598,1571444,0.04983 
TECOMITL #13,392,501779,2124406,467,09,009,Milpa Alta,09009,107136,96768,101779,106272,109814,108864,107136,107136,82944,115171,111456,115171,1269647,0.04026 
TECOMITL #14,393,502113,2124639,468,09,009,Milpa Alta,09009,123206,111283,117850,127008,131242,129600,128563,128563,129600,133920,129600,133920,1524355,0.04834 
TECOMITL #15,394,502326,2124457,469,09,009,Milpa Alta,09009,128563,116122,123206,116640,120528,119232,117850,117850,119232,123206,119232,123206,1444867,0.04582 
TECOMITL #17,395,502892,2124315,471,09,009,Milpa Alta,09009,139277,125798,133920,124416,128563,127008,125885,125885,127008,131242,127008,131242,1547252,0.04906 
TECOMITL #21,396,503900,2123602,476,15,025,Chalco,15025,133920,120960,128563,132192,136598,134784,133920,133920,134784,139277,134784,139277,1602979,0.05083 
TULYEHUALCO #2,397,499862,2127969,505,09,011,Tl?íhuac,09011,96422,87091,93744,85536,91066,88128,88387,85709,88128,91066,88128,91066,1074471,0.03407 
TULYEHUALCO #4,398,499774,2128224,506,09,011,Tl?íhuac,09011,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
TULYEHUALCO #5,399,499404,2128348,507,09,011,Tl?íhuac,09011,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
TULYEHUALCO #6,400,499184,2128488,508,09,011,Tl?íhuac,09011,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0,0.00000 
TULYEHUALCO #7,401,498855,2128500,509,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
TULYEHUALCO #8,402,498541,2128735,510,09,013,Xochimilco,09013,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0,0.00000 
TULYEHUALCO #9,403,498153,2128420,511,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
TULYEHUALCO #10,404,498224,2129148,504,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
AUXILIAR XOTEPINGO #1-B,405,485577,2137590,51,09,003,Coyoac?ín,09003,32141,FE,128563,124416,128563,127008,128563,133920,129600,133920,127008,133920,1327622,0.04210 
AUXILIAR XOTEPINGO #1-C,406,485987,2137418,52,09,003,Coyoac?ín,09003,123206,116122,125885,127008,107136,103680,107136,107136,103680,107136,106272,109814,1344211,0.04262 
AUXILIAR XOTEPINGO #2-A,407,485605,2137177,53,09,003,Coyoac?ín,09003,104458,96768,104458,103680,88387,85536,88387,88387,85536,88387,85536,88387,1107907,0.03513 
AUXILIAR XOTEPINGO #2-B,408,485917,2137244,54,09,003,Coyoac?ín,09003,101779,91930,99101,101088,104458,101088,101779,69638,67392,69638,67392,72317,1047600,0.03322 
AUXILIAR XOTEPINGO #2-C,409,486157,2137340,55,09,003,Coyoac?ín,09003,48211,43546,48211,46656,40176,38880,40176,40176,38880,40176,33696,42854,501638,0.01591 
AUXILIAR XOTEPINGO #3-A,410,483454,2134623,56,09,003,Coyoac?ín,09003,72317,65318,69638,51840,56246,51840,53568,53568,54432,53568,51840,53568,687743,0.02181 
AUXILIAR XOTEPINGO #3-B,411,486020,2137158,57,09,003,Coyoac?ín,09003,136598,125798,139277,134784,141955,137376,139277,141955,137376,141955,137376,144634,1658361,0.05259 
AUXILIAR XOTEPINGO #3-C,422,486332,2137150,58,09,003,Coyoac?ín,09003,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
AUXILIAR XOTEPINGO #4-A,412,485612,2137181,59,09,003,Coyoac?ín,09003,107136,96768,107136,103680,109814,106272,RH,42854,106272,133920,129600,133920,1177372,0.03733 
AUXILIAR XOTEPINGO #4-B,413,486172,2136994,60,09,003,Coyoac?ín,09003,101779,91930,101779,98496,104458,101088,101779,109814,106272,125885,121824,123206,1288310,0.04085 
AUXILIAR XOTEPINGO #5-C,414,486633,2136909,64,09,003,Coyoac?ín,09003,91066,82253,91066,85536,91066,88128,91066,91066,88128,91066,88128,91066,1069635,0.03392 
AUXILIAR XOTEPINGO #7-A,415,486470,2136519,68,09,003,Coyoac?ín,09003,FE,FE,80352,77760,80352,77760,FE,FE,FE,FE,FE,FE,316224,0.01003 
AUXILIAR XOTEPINGO #7-B,416,486598,2136644,69,09,003,Coyoac?ín,09003,125885,113702,120528,121824,125885,124416,125885,125885,124416,123206,116640,123206,1471478,0.04666 
AUXILIAR XOTEPINGO #8-B,417,486733,2136560,72,09,003,Coyoac?ín,09003,RN,RN,RN,RN,RN,RN,RN,RN,RN,RE,RE,RE,0,0.00000 
AUXILIAR XOTEPINGO #9-B,418,486837,2136442,75,09,003,Coyoac?ín,09003,101779,91930,40176,FS,24106,111456,112493,115171,111456,120528,116640,117850,1063585,0.03373 
AUXILIAR XOTEPINGO #10-C,419,487154,2136372,47,09,003,Coyoac?ín,09003,61603,55642,61603,59616,61603,59616,61603,61603,31104,69638,90720,93744,768095,0.02436 
AUXILIAR XOTEPINGO #11-A,420,487154,2136372,48,09,003,Coyoac?ín,09003,101779,91930,101779,98496,101779,98496,101779,101779,98496,101779,98496,101779,1198367,0.03800 
AUXILIAR XOTEPINGO #11-B,421,487554,2136262,49,09,003,Coyoac?ín,09003,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
GRANJAS AGRICOLA COAPA,423,487793,2133865,167,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
PENA POBRE #2,424,480997,2133774,281,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
PERIFERICO #18,425,489804,2135343,302,09,013,Xochimilco,09013,139277,125798,139277,134784,139277,134784,139277,139277,134784,139277,134784,139277,1639873,0.05200 
ABRIL #24,426,487773,2146810,3,09,017,Venustiano Carranza,09017,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
BALBUENA #1,427,488461,2146452,82,09,017,Venustiano Carranza,09017,117850,106445,117850,114048,117850,114048,117850,117850,114048,117850,114048,117850,1387587,0.04400 
BALBUENA #2,428,489467,2146172,83,09,017,Venustiano Carranza,09017,91066,82253,91066,88128,FS,72576,69638,42854,FS,FS,FS,FS,537581,0.01705 
CARLOS GRACIDAS,429,495092,2140748,97,09,007,Iztapalapa,09007,93744,84672,93744,64800,66960,64800,66960,66960,64800,66960,64800,66960,866160,0.02747 
CD. DEPORTIVA #1,430,488334,2145956,101,09,017,Venustiano Carranza,09017,FS,FS,40176,64800,66960,64800,66960,66960,64800,66960,64800,66960,634176,0.02011 
CD. DEPORTIVA #2,431,490524,2145198,102,09,006,Iztacalco,09006,109814,99187,109814,106272,109814,106272,109814,109814,106272,109814,106272,109814,1292973,0.04100 
CERRO DE LA ESTRELLA #1,432,488786,2137752,108,09,007,Iztapalapa,09007,2678,FS,72317,69984,61603,51840,64282,64282,69984,74995,88128,80352,700445,0.02221 
CERRO DE LA ESTRELLA #2,433,491381,2137359,109,09,007,Iztapalapa,09007,72317,65318,85709,98496,101779,98496,101779,101779,98496,101779,98496,101779,1126223,0.03571 
COYUYA,434,487986,2144947,130,09,006,Iztacalco,09006,109814,99187,109814,106272,112493,106272,109814,128563,124416,128563,124416,128563,1388187,0.04402 
FRACC. DEL PARQUE ,435,487480,2146796,157,09,017,Venustiano Carranza,09017,21427,79834,88387,85536,77674,54432,FS,FS,FS,74995,77760,77674,637719,0.02022 
FRACCIONAMIENTO BANJIDAL,436,485761,2140779,158,09,007,Iztapalapa,09007,144634,128218,141955,124416,93744,90720,93744,93744,90720,93744,90720,93744,1280103,0.04059 
GRANJAS ESTRELLA #1,437,490215,2136947,168,09,007,Iztapalapa,09007,FS,FS,58925,57024,74995,72576,74995,74995,72576,74995,72576,74995,708652,0.02247 
GRANJAS ESTRELLA #2,438,490395,2136697,169,09,007,Iztapalapa,09007,26784,24192,40176,15552,26784,23328,26784,29462,31104,32141,31104,29462,336873,0.01068 
GRANJAS ESTRELLA #3,439,490025,2136317,170,09,007,Iztapalapa,09007,125885,118541,131242,80352,149990,152928,141955,133920,124416,99101,41472,FS,1299802,0.04122 
GRANJAS SAN ANTONIO,440,488920,2141217,171,09,007,Iztapalapa,09007,123206,108864,149990,116640,115171,111456,136598,141955,80352,91066,93312,96422,1365032,0.04328 
IZTACALCO,441,487547,2143777,183,09,006,Iztacalco,09006,32141,111283,123206,119232,123206,119232,123206,123206,119232,123206,119232,123206,1359588,0.04311 
IZTAPALAPA #1 ,442,490429,2140629,184,09,007,Iztapalapa,09007,FS,FS,40176,64800,66960,54432,13392,40176,33696,58925,85536,66960,525053,0.01665 
IZTAPALAPA #2 ,443,489524,2140324,186,09,007,Iztapalapa,09007,FS,FS,61603,93312,96422,93312,96422,96422,93312,96422,93312,96422,916961,0.02908 
IZTAPALAPA #4 ,444,493536,2140947,187,09,007,Iztapalapa,09007,42854,74995,128563,95904,109814,67392,69638,69638,64800,37498,59616,45533,866245,0.02747 
IZTAPALAPA #8 ,445,495991,2139156,189,09,007,Iztapalapa,09007,77674,62899,91066,69984,69638,41472,FE,FE,FE,50890,67392,69638,600653,0.01905 
SANTA ANITA ,446,487121,2145200,424,09,006,Iztacalco,09006,61603,55642,61603,62208,72317,69984,77674,85709,82944,80352,80352,74995,865383,0.02744 
PANTEON CIVIL #1,447,492110,2138566,266,09,007,Iztapalapa,09007,FS,FS,FS,103680,72317,72576,56246,48211,77760,88387,67392,93744,680313,0.02157 
PANTEON CIVIL #2,448,492185,2138296,267,09,007,Iztapalapa,09007,136598,123379,80352,RH,53568,132192,136598,136598,132192,34819,RE,RE,966296,0.03064 
PANTEON CIVIL #3,449,491725,2138701,268,09,007,Iztapalapa,09007,85709,77414,85709,106272,112493,163296,109814,101779,59616,80352,80352,80352,1143158,0.03625 
PENON #1,450,496929,2143163,282,09,007,Iztapalapa,09007,FS,FE,FE,62208,88387,82944,83030,83030,80352,83030,80352,74995,718328,0.02278 
PENON #2,451,496431,2141160,283,09,007,Iztapalapa,09007,FS,FS,48211,77760,80352,77760,80352,80352,77760,80352,77760,80352,761011,0.02413 
PENON #2 NUEVO,452,496431,2141160,284,09,007,Iztapalapa,09007,85709,70157,53568,64800,66960,64800,66960,66960,64800,42854,41472,74995,764035,0.02423 
PENON #3,453,497573,2142887,285,09,007,Iztapalapa,09007,32141,FS,117850,142560,72317,31104,158026,166061,160704,166061,165888,166061,1378773,0.04372 
PENON #4,454,495210,2141993,286,09,007,Iztapalapa,09007,FS,FS,64282,103680,107136,101088,107136,107136,103680,107136,103680,107136,1012090,0.03209 
PENON #4 NUEVO,455,495210,2141993,287,09,007,Iztapalapa,09007,112493,104026,112493,75168,56246,41472,69638,72317,54432,53568,46656,53568,852077,0.02702 
PENON #5,456,485811,2136521,288,09,003,Coyoac?ín,09003,123206,111283,123206,114048,115171,111456,115171,112493,103680,107136,116640,115171,1368661,0.04340 
PENON #6,457,497336,2141954,289,09,007,Iztapalapa,09007,FS,FS,133920,160704,152669,150336,141955,174096,171072,179453,181440,163382,1609027,0.05102 
PENON #7,458,496897,2141745,290,09,007,Iztapalapa,09007,166061,149990,163382,145152,144634,152928,158026,139277,165888,FS,FS,FS,1385338,0.04393 
PENON #8,459,496437,2142004,291,09,007,Iztapalapa,09007,125885,113702,125885,116640,117850,114048,117850,117850,114048,96422,93312,96422,1349914,0.04281 
PENON #9,460,496509,2142463,292,09,007,Iztapalapa,09007,109814,99187,109814,119232,125885,129600,88387,131242,95904,77674,77760,77674,1242173,0.03939 
PURISIMA IZTAPALAPA #2,461,492326,2140858,328,09,007,Iztapalapa,09007,45533,26611,64282,41472,45533,28512,45533,45533,44064,48211,44064,40176,519524,0.01647 
PURISIMA IZTAPALAPA #3,462,492326,2140858,329,09,007,Iztapalapa,09007,179453,166925,184810,178848,184810,178848,184810,179453,173664,179453,173664,179453,2144191,0.06799 
PURISIMA IZTAPALAPA #7,463,492584,2141270,332,09,007,Iztapalapa,09007,FS,FS,115171,111456,99101,111456,115171,101779,101088,96422,114048,99101,1064793,0.03376 
REFORMA IXTLACIHUATL ,464,486237,2143522,356,09,006,Iztacalco,09006,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0,0.00000 
SAN JUANICO IZTAPALAPA,465,487813,2142061,389,09,007,Iztapalapa,09007,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0,0.00000 
SAN LORENZO TEZONCO,466,492660,2136245,392,09,007,Iztapalapa,09007,C,C,C,C,C,C,C,C,C,C,C,C,0,0.00000 
SANTA CATARINA #2,467,500085,2133845,430,09,011,Tl?íhuac,09011,66960,74995,85709,82944,85709,49248,FE,FE,FE,56246,69984,72317,644112,0.02042 
SANTA CATARINA #8,468,493646,2134643,436,09,007,Iztapalapa,09007,FS,FE,FE,46656,61603,77760,74995,66960,33696,64282,49248,48211,523411,0.01660 
SANTA CATARINA #9 ,469,493593,2134868,437,09,007,Iztapalapa,09007,FS,FS,80352,77760,64282,77760,93744,99101,95904,99101,95904,99101,883009,0.02800 
SANTA CATARINA #10,470,493108,2135089,426,09,007,Iztapalapa,09007,88387,79834,88387,85536,88387,85536,88387,88387,85536,88387,85536,88387,1040687,0.03300 
SANTA CATARINA #11,471,492327,2134822,427,09,007,Iztapalapa,09007,61603,7258,104458,80352,37498,12960,13392,13392,10368,16070,15552,16070,388973,0.01233 
SANTA CATARINA #13,472,492660,2136245,429,09,007,Iztapalapa,09007,FS,FS,61603,59616,50890,38880,61603,56246,20736,32141,36288,34819,452822,0.01436 
SECTOR POPULAR #1 ,473,480042,2143331,454,09,014,Benito Ju?írez,09014,FS,FS,83030,132192,136598,132192,136598,136598,132192,136598,132192,136598,1294788,0.04106 
SECTOR POPULAR #2 ,474,487649,2141016,455,09,007,Iztapalapa,09007,FS,FS,58925,95904,99101,95904,99101,99101,95904,99101,95904,99101,938046,0.02975 
SECTOR POPULAR #3 ,475,488361,2140458,456,09,007,Iztapalapa,09007,147312,128218,147312,121824,147312,134784,109814,109814,106272,109814,106272,96422,1465170,0.04646 
SANTA ANITA,476,487121,2145200,424,09,006,Iztacalco,09006,FS,FS,FS,72576,74995,72576,74995,74995,72576,74995,72576,74995,665279,0.02110 
TLACOTAL ,477,490508,2143981,498,09,006,Iztacalco,09006,37498,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,37498,0.00119 
UNIDAD MODELO #1,478,487114,2141384,532,09,007,Iztapalapa,09007,RH,RH,RH,RH,18749,28512,29462,29462,28512,29462,80352,83030,327541,0.01039 
UNIDAD MODELO #2,479,486789,2140914,533,09,007,Iztapalapa,09007,FS,FS,125885,121824,107136,98496,123206,131242,72576,125885,93312,166061,1165623,0.03696 
